2858	1068	1139	1502	
1068	1139	1502	
2649	3304	3998	
1139	3304	3998	206	628	
1068	3304	628	655	801	
3304	628	655	801	
1502	1815	2649	
4018	628	801	1068	
801	2858	3998	4018	0	
1815	3998	206	628	
1068	2649	2858	
628	
3998	206	628	
2858	3998	206	628	
655	1502	1626	1730	
2881	1068	2649	2858	
801	1502	1815	2649	
2649	628	1068	1139	1502	
2649	3998	206	628	
1139	1730	1815	2649	
655	801	1068	
1139	1730	1815	2649	
801	2858	3304	3998	
1626	2858	3304	3998	
1730	2858	2881	3304	None
3998	628	801	1068	None
1068	1139	1502	None
2881	3304	None
655	2858	3304	3998	None
2858	3304	3998	None
2858	2881	3304	None
2649	628	1730	1815	2649	None
